X,Y,Z
73,-2,199
106,58,85
110,54,31
132,24,83
150,3,188
160,-14,302
172,-45,355
159,-55,343
170,-15,346
175,6,451
99,-44,511
-4,-37,511
-73,5,511
-140,33,511
-177,36,464
-195,9,316
-170,-2,192
-135,2,153
-97,3,133
-62,-17,82
-43,-36,32
-44,-54,-15
-47,-60,-51
-43,-61,-56
-43,-58,-31
-49,-61,4
-75,-69,10
-108,-75,-8
-116,-65,-6
-147,-32,2
-186,-24,91
-210,-17,276
-266,-16,511
-272,8,511
-226,23,511
-132,55,511
-30,100,477
48,134,406
67,123,330
64,123,290
50,145,234
34,121,153
101,72,115
111,54,93
116,54,54
128,63,11
131,74,5
104,63,78
84,35,194
82,24,310
79,40,441
71,45,511
-2,25,511
-116,26,511
-241,-44,511
-276,-91,511
-228,-110,511
-154,-112,314
-107,-118,150
-68,-97,72
-45,-90,50
-30,-95,34
-25,-101,1
-15,-97,-40
-12,-87,-74
-17,-58,-106
-22,-33,-132
-31,-22,-142
-52,-13,-129
-89,-20,-97
-118,-47,-77
-137,3,-76
-168,80,-3
-253,151,511
-269,143,511
-253,72,511
-171,113,511
-67,168,511
-21,165,312
-17,141,194
-9,115,132
14,92,87
33,66,52
59,46,35
94,29,37
132,9,46
166,-13,61
213,-8,103
267,-13,137
277,-46,191
183,-146,289
40,-143,407
-83,-59,511
-194,24,511
-284,71,511
-319,57,511
-361,-22,497
-342,-91,376
-253,-77,272
-177,-46,174
-137,-27,113
-83,-18,80
-43,-40,70
-13,-88,49
-7,-114,12
-19,-111,-34
-56,-82,-79
-83,-39,-117
-81,9,-138
-97,47,-127
-135,59,-72
-174,63,46
-175,72,148
-212,88,228
-191,88,382
-167,94,511
-183,39,511
-201,30,511
-138,70,511
-85,95,368
-45,110,188
5,109,122
54,70,85
64,25,24
130,29,35
149,3,27
125,-18,8
183,-3,0
217,-23,-1
206,-26,47
174,-31,113
126,-42,192
114,22,368
83,50,511
88,-2,511
30,17,511
-27,28,511
-48,-41,511
-88,-104,507
-115,-114,338
-117,-100,203
-112,-68,107
-95,-48,64
-116,-74,104
-133,-105,178
-142,-125,206
-120,-99,176
-129,-43,96
-152,-4,13
-149,9,-57
-145,-3,-105
-137,-28,-146
-131,-53,-180
-166,-50,-203
-250,-27,-266
-320,-46,-212
-420,-50,318
-452,-55,511
-447,47,511
-300,130,511
-103,140,511
-2,143,425
15,145,250
59,126,256
92,119,238
96,112,203
122,89,169
171,63,128
207,52,81
218,72,69
182,78,99
173,78,173
160,17,183
129,-64,201
93,-130,263
107,-153,370
169,-169,427
98,-261,490
-106,-311,511
-357,-311,511
-460,-210,511
-306,-106,421
-199,-45,230
-128,-7,165
-68,13,110
-32,-5,72
-25,-65,62
-16,-126,50
-54,-143,-6
-98,-78,-110
-134,32,-245
-115,71,-277
-117,21,-269
-174,-53,-240
-212,-96,-184
-220,-58,-81
-206,25,-14
-296,83,169
-396,163,511
-388,279,511
-282,201,511
-112,120,511
-11,55,511
42,49,355
59,88,258
72,89,157
85,87,109
102,80,106
119,53,121
153,37,126
169,37,113
177,46,92
162,62,72
146,63,57
119,44,74
89,7,140
72,-13,275
77,6,426
33,28,511
-128,23,511
-326,58,511
-435,6,511
-418,-38,511
-288,-44,346
-173,-52,130
-103,-70,6
-69,-71,-49
-71,-68,-104
-84,-82,-141
-112,-91,-137
-138,-100,-116
-127,-109,-126
-106,-73,-143
-109,-37,-178
-131,-7,-152
-206,28,-47
-213,83,66
-216,100,100
-235,131,330
-225,225,511
-157,224,511
-104,196,511
-85,171,511
-50,137,511
15,80,312
53,47,121
67,51,81
27,68,158
14,67,222
72,74,194
110,15,145
114,-3,83
148,20,44
190,30,41
219,-3,56
226,-25,103
221,-47,155
184,-71,202
174,-90,231
183,-71,246
159,-88,318
43,-67,511
-65,-15,511
-220,29,511
-268,76,511
-206,75,361
-123,26,174
-79,3,92
-54,-11,48
-76,-12,16
-118,-15,0
-133,-32,-27
-140,-55,-65
-132,-37,-117
-115,4,-168
-127,36,-194
-148,24,-178
-166,-8,-118
-165,-15,-45
-197,31,4
-244,72,211
-234,115,511
-154,72,511
-15,-11,511
49,-10,511
80,49,511
69,114,289
46,142,245
54,135,302
115,113,255
171,51,195
190,11,130
194,10,81
169,36,108
161,78,150
170,88,139
164,64,121
143,40,132
108,26,213
82,25,295
101,31,335
178,14,388
155,-69,511
13,-124,511
-229,-149,511
-377,-156,511
-357,-121,511
-263,-73,398
-182,-53,206
-112,-45,65
-76,-57,-39
-60,-74,-101
-53,-73,-121
-80,-35,-119
-129,-15,-152
-165,-11,-227
-183,-9,-311
-219,16,-344
-240,43,-239
-260,52,74
-196,19,511
-134,-40,511
-89,-75,511
-40,-162,511
4,-328,511
68,-157,511
66,55,371
71,114,256
81,64,200
120,-7,150
135,-49,145
123,-22,292
129,15,383
156,57,337
166,96,247
151,109,160
126,113,112
119,119,56
129,82,41
118,22,89
120,3,169
85,-13,286
101,-58,387
131,-181,508
-30,-252,511
-173,-178,511
-227,-156,511
-213,-136,511
-157,-113,381
-137,-89,181
-110,-102,62
-92,-95,-3
-95,-40,-7
-90,-7,4
-114,-18,2
-126,-50,-20
-127,-67,-65
-120,-51,-112
-126,-14,-154
-138,4,-184
-162,-20,-185
-181,-57,-158
-190,-48,-90
-253,12,-18
-255,69,153
-241,149,511
-193,206,511
-115,185,511
1,145,511
56,119,511
62,133,362
60,159,231
71,151,119
49,89,35
53,70,30
57,73,35
68,61,32
115,44,22
142,25,16
147,9,16
139,2,22
107,-8,55
56,-9,152
-12,6,391
-52,-10,511
-46,-109,511
-99,-196,511
-249,-286,511
-371,-355,511
-356,-317,511
-295,-225,282
-213,-115,105
-142,-36,18
-100,-11,-24
-65,-14,-57
-56,-33,-91
-61,-37,-112
-64,-23,-124
-86,-7,-123
-90,26,-137
-107,35,-187
-130,11,-243
-162,-39,-252
-180,-62,-197
-292,-36,-88
-391,-44,263
-472,-40,511
-509,-26,511
-412,41,511
-230,34,511
-123,6,374
-68,31,213
-18,55,121
-9,49,44
52,44,6
58,27,-19
62,13,-22
78,-2,-14
104,-29,-2
135,-67,24
143,-74,58
112,-2,158
108,63,266
129,-19,303
114,-89,343
93,-81,390
65,-89,453
-18,-91,511
-159,-117,511
-284,-150,511
-399,-101,511
-424,-35,475
-359,6,183
-298,67,4
-240,111,-56
-181,80,-58
-124,-5,-32
-117,-59,-33
-102,-80,-52
-81,-88,-79
-67,-83,-123
-51,-73,-156
-79,-88,-177
-129,-114,-156
-192,-133,-46
-212,-106,112
-223,-80,217
-246,-57,511
-263,2,511
-224,87,511
-196,123,511
-134,154,511
-76,183,283
-38,134,162
3,73,96
35,35,17
48,24,-34
50,27,-35
75,39,-37
93,44,-34
122,44,-9
122,37,39
123,34,108
109,20,193
84,26,299
62,14,352
44,0,401
41,-32,483
-18,-99,511
-191,-95,511
-324,-112,511
-416,-117,511
-396,-145,511
-328,-132,270
-238,-80,128
-170,-61,80
-136,-83,129
-110,-62,167
-99,-26,170
-99,1,112
-107,12,40
-112,10,-16
-103,1,-82
-72,10,-165
-53,30,-220
-63,28,-241
-76,0,-206
-57,-15,-177
-79,6,-204
-107,-9,-141
-171,-19,38
-280,-21,361
-297,-96,511
-235,-77,511
-128,62,511
-46,142,511
-14,204,511
26,167,444
58,91,274
63,56,135
64,33,67
89,41,29
106,63,1
130,68,-16
171,60,0
198,25,12
217,0,71
177,-7,171
134,30,303
92,46,463
95,24,511
31,-79,511
-116,-101,511
-248,-176,511
-285,-188,511
-236,-161,342
-180,-141,162
-140,-119,48
-113,-89,-18
-101,-69,-17
-100,-56,4
-107,-42,19
-117,-12,-5
-104,20,-41
-97,18,-66
-91,46,-63
-70,51,-97
-69,-3,-170
-113,-47,-168
-129,-45,-125
-137,-2,-83
-188,25,-23
-218,8,153
-312,34,511
-399,5,511
-321,16,511
-214,127,511
-171,141,452
-82,181,292
-43,188,188
-19,131,121
7,88,82
37,55,58
57,26,71
97,10,86
151,-5,81
189,-27,58
189,-36,48
178,-23,93
146,-25,170
135,-40,264
128,-34,444
134,-16,511
99,-89,511
-43,-124,511
-168,-211,511
-302,-305,511
-363,-283,511
-304,-216,368
-220,-157,171
-153,-87,64
-129,-33,12
-126,-36,-6
-126,-76,-11
-157,-114,-10
-176,-139,-20
-135,-110,-46
-87,-47,-91
-66,19,-159
-73,82,-233
-83,97,-295
-128,33,-315
-175,-39,-307
-191,2,-255
-334,92,-87
-387,89,511
-360,-46,511
-226,-118,511
-78,-141,511
-22,-170,511
22,-120,358
4,19,161
19,96,43
22,109,-54
36,124,-82
16,96,-82
0,72,-32
26,56,18
79,31,45
129,6,53
166,-9,52
202,-23,63
253,-83,73
255,-151,103
208,-140,216
145,-75,460
110,-39,511
6,-64,511
-218,-46,511
-395,-42,511
-432,-15,511
-360,-39,301
-240,-35,207
-198,-45,99
-144,-38,36
-129,-29,-15
-153,-13,-80
-140,-1,-154
-131,-25,-153
-143,-29,-139
-129,-18,-190
-126,-16,-226
-128,-33,-207
-135,-52,-141
-133,-61,-61
-144,-6,5
-185,21,72
-240,29,382
-267,19,511
-314,18,511
-250,4,511
-106,-14,511
-6,-8,504
69,55,371
70,48,257
91,26,136
152,32,76
164,-4,37
186,-24,34
200,-43,52
199,-38,86
182,-19,135
164,-12,202
142,-30,242
104,-57,294
72,-59,362
67,-30,418
53,-53,511
-47,-75,511
-185,-79,511
-304,-99,511
-329,-90,511
-267,-63,337
-178,-61,176
-114,-68,87
-92,-64,43
-83,-58,2
-86,-46,-50
-99,-41,-82
-114,-41,-94
-103,-30,-100
-98,-7,-127
-95,35,-169
-113,72,-212
-130,62,-214
-143,-12,-173
-148,-55,-109
-241,-10,-33
-369,26,203
-452,8,511
-456,19,511
-416,78,511
-271,56,511
-137,37,511
-70,8,238
-21,61,131
5,117,95
38,86,31
60,56,7
81,47,28
89,44,63
102,40,101
126,27,138
144,11,159
145,10,188
164,20,259
159,-15,306
126,-86,313
114,-140,326
88,-138,433
-62,-146,511
-234,-160,511
-320,-261,511
-326,-334,511
-296,-321,367
-247,-239,208
-215,-135,191
-172,-78,189
-103,-92,174
-76,-122,80
-48,-68,-12
-88,-2,-88
-96,60,-127
-93,72,-170
-86,56,-222
-88,52,-276
-121,47,-293
-155,-1,-232
-189,-59,-115
-214,-37,-58
-300,58,155
-318,72,511
-159,7,511
-3,-138,511
73,-79,511
84,-1,511
76,56,298
69,87,161
86,99,23
67,74,-49
40,69,-53
4,57,7
11,66,55
36,83,47
76,78,39
114,60,58
123,38,113
130,27,171
157,0,193
154,-61,178
173,-69,196
171,-51,292
185,-80,511
149,-162,511
-11,-229,511
-256,-274,511
-340,-250,511
-296,-264,337
-232,-262,67
-203,-192,-87
-189,-102,-145
-171,-29,-147
-135,1,-146
-112,20,-126
-72,26,-105
-53,22,-92
-43,27,-101
-43,48,-117
-57,54,-128
-91,22,-93
-115,-27,-26
-148,-64,63
-182,-68,220
-335,-75,325
-485,-109,495
-510,-155,511
-486,-258,511
-390,-304,511
-239,-211,511
-177,-69,374
-107,74,177
-60,172,108
-21,182,77
9,134,61
40,93,32
61,67,-7
69,29,-35
89,18,-13
109,-20,3
140,-45,35
147,-59,72
134,-67,101
103,-66,142
59,-59,242
51,-74,354
105,-76,406
189,-76,511
139,-39,511
-39,5,511
-191,4,511
-287,30,511
-246,-11,396
-164,-13,198
-140,-78,30
-146,-142,-43
-123,-199,-74
-109,-197,-119
-100,-135,-154
-95,-43,-158
-92,-1,-140
-108,-6,-120
-116,-39,-91
-118,-56,-61
-143,-63,-22
-155,-65,15
-132,-37,44
-158,20,52
-151,22,245
-184,29,511
-219,50,511
-199,26,511
-91,78,511
-31,94,488
41,117,337
87,64,220
120,50,161
125,45,157
121,65,204
101,48,189
147,68,194
116,57,182
121,67,192
117,68,205
115,49,226
106,34,261
94,24,359
111,18,441
82,-52,511
25,-64,511
-49,-80,511
-112,-151,511
-159,-210,511
-174,-220,405
-148,-175,225
-111,-95,92
-90,-30,19
-67,-13,-11
-68,-24,-22
-89,-23,-44
-105,-23,-55
-99,-9,-81
-95,10,-125
-96,13,-176
